,id,listing_type,title,property_name,project,location,price,price_per_sqft,area,area_unit,area_type,bhk,bathrooms,possession,highlights,nearby,description,builder,posted_by,image,url,configurations,source_page
1386,J91194508,PROPERTY,"2 BHK Flat in Garodia Nagar, Ghatkopar East","2 BHK Flat in Garodia Nagar, Ghatkopar East",Neelkanth Prakash,"Garodia Nagar, Ghatkopar East",₹2.4 Cr,"₹32,967 /sqft",728 sqft,(68 sqm),Carpet Area,2 BHK,2.0,Ready To Move,3rd out of 9 Floors | Overlooking Main Road,,"This property faces the east direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms . All in all, the flat is spread over a carpet area of 728 sq.Ft. This flat lies on the 3rd level of a 9 storey building. As the project is already ready to move, so you can easily move into this 0-1 year old property. The beautifully designed vitrified flooring enhances the beauty of the flat...",CENTRAL PROPERTIES,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-neelkanth-prakash-garodia-nagar-central-mumbai-suburbs-728-sqft-spid-J91194508,,10
1387,N92783826,PROPERTY,"2 BHK Flat in Garodia Nagar, Ghatkopar East","2 BHK Flat in Garodia Nagar, Ghatkopar East",On Request,"Garodia Nagar, Ghatkopar East",₹2.85 Cr,"₹40,714 /sqft",700 sqft,(65 sqm),Carpet Area,2 BHK,2.0,Ready To Move,15th out of 16 Floors | East Facing,,"This is a east-Facing property. The flat occupies a carpet area of 700 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. The flat has a total of 16 floors and this property is situated on 15th floor. This is a ready to move project and the property is 0-1 year old. The well built vitrified flooring enhances the aesthetic appeal of this flat. Proximity to landmarks like close to met...",GALA REALTY,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-garodia-nagar-central-mumbai-suburbs-700-sqft-spid-N92783826,,10
1388,H64508008,PROPERTY,"2 BHK Flat in Ghatkopar West, Mumbai","2 BHK Flat in Ghatkopar West, Mumbai",Skyline Viha,"Ghatkopar West, Mumbai",₹2.25 Cr,"₹28,625 /sqft",786 sqft,(73 sqm),Carpet Area,2 BHK,2.0,Ready To Move,11th out of 12 Floors | Overlooking Park,,Residential apartment for sell.Located on 11th floor out of the 12 located in ghatkopar west.It is a unfurnished property.The property has 2 bedrooms with 2 bathrooms .Available at an expected price of rs 22500000.The property comes with a good construction quality which ages 0-1 years old property,Owner,2mo ago,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-skyline-viha-ghatkopar-west-central-mumbai-suburbs-786-sqft-r4-spid-H64508008,,10
1389,U91788120,PROPERTY,"2 BHK Flat in Ghatkopar West, Mumbai","2 BHK Flat in Ghatkopar West, Mumbai",Kalpataru Aura,"Ghatkopar West, Mumbai",₹2.9 Cr,"₹39,780 /sqft",729 sqft,(68 sqm),Super Built-up Area,2 BHK,2.0,Ready To Move,13th out of 20 Floors | Overlooking Main Road,,"The flat occupies a super built up area of 732 sq.Ft. That consists of 2 bedrooms, 2 bathrooms . The residential building has 20 floors in total and the flat for sale is located on the 13th floor. This is a ready to move project and the property is 10+ years old. Kalpataru aura is designed very well to provide modern facilities such as swimming pool, fitness centre / gym, club house, park, lift...",JAI AMBE ADVISORY,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kalpataru-aura-ghatkopar-west-central-mumbai-suburbs-729-sqft-spid-U91788120,,10
1390,Z92016692,PROPERTY,"2 BHK Flat in Ghatkopar East, Mumbai","2 BHK Flat in Ghatkopar East, Mumbai",Rising City,"Ghatkopar East, Mumbai",₹1.61 Cr,"₹25,925 /sqft",621 sqft,(58 sqm),Carpet Area,2 BHK,2.0,Ready To Move,5th out of 19 Floors | Overlooking Park,,"Selling a freshly constructed 2 bhk apartment measuring 621 sq ft rera carpet. This is a south facing flat offering open views, natural light and cross ventilation. Youll get a spacious parallel kitchen format along with a dry area. The living space is l-Shaped providing enough space for dining. We are offering 2 car parkings with the apartment. The project amenities are 40 plus including swimm...",Diamansion Realty,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-rising-city-ghatkopar-east-central-mumbai-suburbs-621-sqft-spid-Z92016692,,10
1391,F90383878,PROPERTY,"2 BHK Flat in Ghatkopar East, Mumbai","2 BHK Flat in Ghatkopar East, Mumbai",The Views By Adani Realty,"Ghatkopar East, Mumbai",₹2.2 Cr,"₹32,496 /sqft",677 sqft,(63 sqm),Carpet Area,2 BHK,2.0,Ready To Move,15th out of 25 Floors | Overlooking Main Road,,"The views by adani realty offers 2 & 3 bhk luxury apartments in ghatkopar east, mumbai. Browse project details including price list, floor plans, brochure, rera certificate, amenities,",Property Pro,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-the-views-by-adani-realty-ghatkopar-east-central-mumbai-suburbs-677-sqft-r1-spid-F90383878,,10
1392,P85780464,PROPERTY,"2 BHK Flat in Ghatkopar West, Mumbai","2 BHK Flat in Ghatkopar West, Mumbai",Shivam Apartment,"Ghatkopar West, Mumbai",₹2.25 Cr,"₹24,617 /sqft",914 sqft,(85 sqm),Built-up Area,2 BHK,2.0,Ready To Move,4th out of 7 Floors | East Facing,,"Ready-To-Move 2bhk flat for sale in ghatkopar west prime location, excellent connectivity! Discover your dream home in the heart of ghatkopar west! This beautifully designed 2bhk apartment in shivam apartment offers a perfect blend of comfort, convenience, and connectivity ideal for families and working professionals seeking a ready-To-Move-In home in mumbai. Property highlights: Configuration:...",Owner,1w ago,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shivam-apartment-ghatkopar-west-central-mumbai-suburbs-914-sqft-r1-spid-P85780464,,10
1393,N90730390,PROPERTY,"2 BHK Flat in Ghatkopar East, Mumbai","2 BHK Flat in Ghatkopar East, Mumbai",mg road Ghatkopar East,"Ghatkopar East, Mumbai",₹2.15 Cr,"₹34,126 /sqft",630 sqft,(59 sqm),Carpet Area,2 BHK,2.0,Ready To Move,9th out of 14 Floors | Overlooking Main Road,,"Containing 2 bedroom(s), 2 bathrooms , this flat is spread over a carpet area of 630 sq.Ft. The flat has a total of 14 floors and this property is situated on 9th floor. As the project is already ready to move, so you can easily move into this 5-10 years old property. The floor of this flat is beautifully designed using marble flooring, giving the flat an alluring look. The flat will offer a mo...",BHOOMI REALTORS,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ghatkopar-east-central-mumbai-suburbs-630-sqft-spid-N90730390,,10
1394,Y92676258,PROPERTY,"2 BHK Flat in Ghatkopar East, Mumbai","2 BHK Flat in Ghatkopar East, Mumbai",Hubtown Rising City,"Ghatkopar East, Mumbai",₹1.59 Cr,"₹25,039 /sqft",635 sqft,(59 sqm),Carpet Area,2 BHK,2.0,Ready To Move,13th out of 19 Floors | Overlooking Park,,"The flat is facing the east direction. Containing 2 bedroom(s), 2 bathrooms , this flat is spread over a carpet area of 635 sq.Ft. This flat is situated on the 13th floor of this 19 floors tall residential building. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The well built concrete flooring enhances the aesthetic appeal of this flat. Hubtow...",L.T REALTY,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hubtown-rising-city-ghatkopar-east-central-mumbai-suburbs-635-sqft-spid-Y92676258,,10
1395,B78241609,PROPERTY,"3 BHK Flat in Pant Nagar, Ghatkopar","3 BHK Flat in Pant Nagar, Ghatkopar",Omkar Building,"Pant Nagar, Ghatkopar",₹2.1 Cr,"₹21,989 /sqft",955 sqft,(89 sqm),Carpet Area,3 BHK,3.0,Ready To Move,15th out of 15 Floors,,All the rooms are spacious master bedrooms. The property is also a 5 minute walk away from the ghatkopar railway station and metro station. There is also an allocated parking spot for the apartment,Owner,2d ago,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-pant-nagar-central-mumbai-suburbs-955-sqft-r3-spid-B78241609,,10
1396,L91174942,PROPERTY,"2 BHK Flat in Ghatkopar East, Mumbai","2 BHK Flat in Ghatkopar East, Mumbai",The Views By Adani Realty,"Ghatkopar East, Mumbai",₹3.1 Cr,"₹37,125 /sqft",835 sqft,(78 sqm),Carpet Area,2 BHK,2.0,Under Construction,5th out of 21 Floors | Overlooking Main Road,,"Located in the views by adani realty, this under-Construction 2 bhk flat spans 835 sqft on the 5th floor of a 21-Story high-Rise. Featuring 2 bedrooms and 2 bathrooms, it offers a vaastu-Compliant layout with modern amenities like a gym, clubhouse, lift, and rainwater harvesting. Ready for possession within three months, it benefits from excellent connectivity and nearby schools.",Owner,2mo ago,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-the-views-by-adani-realty-ghatkopar-east-central-mumbai-suburbs-835-sqft-spid-L91174942,,10
1397,B90798498,PROPERTY,"2 BHK Flat in Pant Nagar, Ghatkopar","2 BHK Flat in Pant Nagar, Ghatkopar",Alag Ashtapad,"Pant Nagar, Ghatkopar",₹2 Cr,"₹33,444 /sqft",598 sqft,(56 sqm),Carpet Area,2 BHK,2.0,Ready To Move,4th out of 16 Floors | Overlooking Park,,"The flat comprises 2 bedrooms and 2 bathrooms, with a carpet area of 598 sq. Ft. It is ready to move in, and one dedicated parking space is included. Located in pant nagar. It is close to reputed schools, colleges, playgrounds, hospitals, and grocery markets. The property is also well connected to the metro station, railway station, eastern express highway, and freeway, all within approximately...",Owner,3mo ago,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-alag-ashtapad-pant-nagar-central-mumbai-suburbs-598-sqft-spid-B90798498,,10
1398,H83711148,PROPERTY,"2 BHK Flat in Ghatkopar East, Mumbai","2 BHK Flat in Ghatkopar East, Mumbai",The Views By Adani Realty,"Ghatkopar East, Mumbai",₹2.65 Cr,"₹35,570 /sqft",745 sqft,(69 sqm),Carpet Area,2 BHK,2.0,Under Construction,3rd out of 22 Floors | Overlooking Park,,This is luxurious 2bhk property constructed by adani reality in ghatkopar east. It is very close to highway and have good connectivity. Flat is under construction and will be given the position in the month of december.,Owner,3mo ago,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-the-views-by-adani-realty-ghatkopar-east-central-mumbai-suburbs-745-sqft-r1-spid-H83711148,,10
1399,L93196572,PROPERTY,"3 BHK Flat in Barrister Nath Pai Nagar, Ghatkopar East","3 BHK Flat in Barrister Nath Pai Nagar, Ghatkopar East",Palatina B Wing,"Barrister Nath Pai Nagar, Ghatkopar East",₹3.25 Cr,"₹40,625 /sqft",800 sqft,(74 sqm),Carpet Area,3 BHK,3.0,Ready To Move,15th out of 19 Floors,,"Best city view, 2 minutes to eastern express highway and freeway. Ghatkopar/ vidhyavihar station 10 mins distance",Owner,6d ago,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-barrister-nath-pai-nagar-central-mumbai-suburbs-800-sqft-spid-L93196572,,10
1400,P92141452,PROPERTY,"2 BHK Flat in Ghatkopar East, Mumbai","2 BHK Flat in Ghatkopar East, Mumbai",Hubtown Rising City,"Ghatkopar East, Mumbai",₹1.69 Cr,"₹27,214 /sqft",621 sqft,(58 sqm),Carpet Area,2 BHK,2.0,Ready To Move,2nd out of 19 Floors | Overlooking Park,,"A new benchmark in urban living. Located in the heart of mumbai, rising city brings you a lifestyle that blends modern comfort with natural peace. With excellent connectivity, premium amenities, and smart design, it offers the perfect balance of city convenience and serene living. Designed by the renowned architect hafeez contractor, in partnership with experts like jw consultants llp, ethereal...",Property Pro,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hubtown-rising-city-ghatkopar-east-central-mumbai-suburbs-621-sqft-spid-P92141452,,10
1401,Q85702662,PROPERTY,"2 BHK Flat in Ghatkopar East, Mumbai","2 BHK Flat in Ghatkopar East, Mumbai",Rajshree Swaranjali,"Ghatkopar East, Mumbai",₹1.5 Cr,"₹30,737 /sqft",488 sqft,(45 sqm),Carpet Area,2 BHK,2.0,Ready To Move,6th out of 16 Floors,,"This is a newly constructed, ready to move 2 bhk flat located in a centrally situated project swaranjali 55. The building has 16 floors and the flat is located on the 6th floor. Property details: Carpet area: 488 sq. Ft. Configuration: 2 bedrooms and 2 bathrooms Flooring: Vitrified tiles Additional features: 3 air conditioners 2 geysers Window mesh to the both bedrooms and living room Parking: ...",Owner,1w ago,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-rajshree-swaranjali-ghatkopar-east-central-mumbai-suburbs-488-sqft-r1-spid-Q85702662,,10
1402,P90926924,PROPERTY,"1 BHK Flat in Amrut Nagar, Ghatkopar","1 BHK Flat in Amrut Nagar, Ghatkopar",Universal Garden 1,"Amrut Nagar, Ghatkopar",₹1.63 Cr,"₹30,000 /sqft",545 sqft,(51 sqm),Carpet Area,1 BHK,2.0,Ready To Move,6th out of 21 Floors | Overlooking Park,,"This property faces the west direction. Containing 1 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a carpet area of 545 sq.Ft. The residential building has 21 floors in total and the flat for sale is located on the 6th floor. An added advantage of this 0-1 year old flat is that it is available for immediate possession as the project is already ready to move. The beautifully de...",Livnexus realty,Dealer,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-universal-garden-1-amrut-nagar-central-mumbai-suburbs-545-sqft-spid-P90926924,,10
1403,G91039492,PROPERTY,"1 BHK Flat in Amrut Nagar, Ghatkopar","1 BHK Flat in Amrut Nagar, Ghatkopar",Universal Garden 1,"Amrut Nagar, Ghatkopar",₹1.47 Cr,"₹30,000 /sqft",490 sqft,(46 sqm),Carpet Area,1 BHK,2.0,Ready To Move,5th out of 21 Floors | Overlooking Park,,"This residential flat is south-Facing direction. The flat occupies a carpet area of 490 sq.Ft. That consists of 1 bedroom, 2 bathrooms . This flat lies on the 5th level of a 21 storey building. As the project is already ready to move, so you can easily move into this 0-1 year old property. The floor of this flat is beautifully designed using vitrified flooring, giving the flat an alluring look....",Livnexus realty,Dealer,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-universal-garden-1-amrut-nagar-central-mumbai-suburbs-490-sqft-spid-G91039492,,10
1404,X92659140,PROPERTY,"2 BHK Flat in Ghatkopar East, Mumbai","2 BHK Flat in Ghatkopar East, Mumbai",Prime Vista,"Ghatkopar East, Mumbai",₹1.8 Cr,"₹27,607 /sqft",652 sqft,(61 sqm),Carpet Area,2 BHK,2.0,Under Construction,10th out of 17 Floors | Overlooking Main Road,,2bhk flat available for sale prime vista ghatkopar (East) Nearing possession 652 sq. Ft. Carpet area + 1 dedicated parking Spacious deck & dry area Higher floor with lifetime Mangroves view *premium amenities:* - Gymnasium - Indoor games arcade - Children's play area - Yoga & meditation zone - Senior citizen corner - Gazebo sit-Outs *excellent connectivity:* - Ghatkopar railway station 10 mins ...,Owner,3w ago,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-prime-vista-ghatkopar-east-central-mumbai-suburbs-652-sqft-spid-X92659140,,10
1405,A90847312,PROPERTY,"1 BHK Flat in Sainath Nagar, Ghatkopar","1 BHK Flat in Sainath Nagar, Ghatkopar",Swamilila Shah CHS,"Sainath Nagar, Ghatkopar",₹1.25 Cr,"₹25,510 /sqft",490 sqft,(46 sqm),Carpet Area,1 BHK,1.0,Ready To Move,2nd out of 2 Floors | East Facing,,"1 bhk | 490 sqft | swami leela shah, ghatkopar A well-Planned 1 bhk apartment in a gated community at ghatkopar, offering 490 sqft of usable space. Located in the sought-After swami leela shah complex, this property comes with strong redevelopment potential within a year, part of a larger 9-Building project. Ideal for both end-Users and investors, with an expected appreciation of up to 30% post...",Sai Raj Estate Consultants,Dealer,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-swamilila-shah-chs-sainath-nagar-central-mumbai-suburbs-490-sqft-r1-spid-A90847312,,10
1406,B68596582,PROPERTY,"1 BHK Flat in Naidu Colony, Ghatkopar","1 BHK Flat in Naidu Colony, Ghatkopar",Sanghvi Chandan Pride,"Naidu Colony, Ghatkopar",₹1.2 Cr,"₹25,000 /sqft",480 sqft,(45 sqm),Carpet Area,1 BHK,2.0,Ready To Move,6th out of 8 Floors | Overlooking Park,,Near to railway station and metro station,Owner,3mo ago,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-sanghvi-chandan-pride-naidu-colony-central-mumbai-suburbs-480-sqft-r2-spid-B68596582,,10
1407,O78627083,PROPERTY,"2 BHK Flat in Ghatkopar West, Mumbai","2 BHK Flat in Ghatkopar West, Mumbai",Gajra Nisha Niketan,"Ghatkopar West, Mumbai",₹1.99 Cr,"₹26,533 /sqft",750 sqft,(70 sqm),Carpet Area,2 BHK,2.0,Ready To Move,6th out of 7 Floors | Overlooking Park,,"Spacious rooms, kichen. Ample sunlight Bedrooms- 160 sqft",Owner,1mo ago,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-gajra-nisha-niketan-ghatkopar-west-central-mumbai-suburbs-750-sqft-r2-spid-O78627083,,11
1408,I90719114,PROPERTY,"3 BHK Flat in Pant Nagar, Ghatkopar","3 BHK Flat in Pant Nagar, Ghatkopar",Aakruti Shiv Samarth,"Pant Nagar, Ghatkopar",₹3 Cr,"₹34,285 /sqft",875 sqft,(81 sqm),Carpet Area,3 BHK,3.0,Ready To Move,8th out of 16 Floors | East Facing,,"The flat is facing the east direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms . All in all, the flat is spread over a carpet area of 875 sq.Ft. This flat is situated on the 8th floor of this 16 floors tall residential building. This is a ready to move project and the property is 1-5 years old. The beautifully designed vitrified flooring enhances the beauty of the flat. A...",Harsh Manish Vora,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-aakruti-shiv-samarth-pant-nagar-central-mumbai-suburbs-875-sqft-spid-I90719114,,11
